date,tmin,tmax
2019-10-13,21.0,34.0
2019-10-14,15.0,35.1
2019-10-15,17.0,25.7
2019-10-16,12.0,24.7
2019-10-17,13.0,27.0
2019-10-18,13.2,26.7
2019-10-19,13.7,28.2
2019-10-20,15.7,33.0
2019-10-21,18.0,21.1
2019-10-22,16.0,29.0
2019-10-23,13.0,22.0
2019-10-24,10.2,19.0
2019-10-25,13.0,22.2
2019-10-26,14.7,21.0
2019-10-27,15.0,24.0
2019-10-28,14.0,24.0
2019-10-29,12.0,24.0
2019-10-30,10.7,24.1
2019-10-31,13.5,26.0
2019-11-01,18.0,26.0
2019-11-02,17.8,28.0
2019-11-03,19.6,26.0
2019-11-04,15.6,27.0
2019-11-05,15.0,23.0
2019-11-06,12.0,21.1
2019-11-07,8.0,22.0
2019-11-08,10.7,17.0
2019-11-09,11.0,19.2
2019-11-10,9.0,14.0
2019-11-11,8.7,16.0
2019-11-12,11.0,16.0
2019-11-13,8.2,20.0
2019-11-14,9.5,22.0
2019-11-15,7.7,17.0
2019-11-16,6.7,14.6
2019-11-17,8.0,16.5
2019-11-18,10.0,16.0
2019-11-19,6.0,17.0
2019-11-20,4.0,18.0
2019-11-21,9.0,20.0
2019-11-22,9.0,22.0
2019-11-23,13.0,19.7
2019-11-24,11.5,18.0
2019-11-25,9.0,20.0
2019-11-26,12.0,21.7
2019-11-27,10.0,24.0
2019-11-28,11.0,21.8
2019-11-29,7.0,22.0
2019-11-30,7.0,23.0
2019-12-01,8.7,20.2
2019-12-02,9.0,20.6
2019-12-03,11.0,19.0
2019-12-04,12.0,17.0
2019-12-05,7.0,20.0
2019-12-06,9.0,23.0
2019-12-07,7.0,22.0
2019-12-08,11.0,16.2
2019-12-09,7.8,19.1
2019-12-10,9.0,17.0
2019-12-11,6.6,19.0
2019-12-12,9.0,17.2
2019-12-13,13.7,19.2
2019-12-14,9.0,21.0
2019-12-15,6.0,19.0
2019-12-16,8.7,21.0
2019-12-17,14.0,22.0
2019-12-18,11.2,16.2
2019-12-19,5.0,19.5
2019-12-20,7.0,22.6
2019-12-21,19.0,23.5
2019-12-22,15.0,22.5
2019-12-23,10.0,19.0
2019-12-24,5.0,22.6
2019-12-25,4.0,23.0
2019-12-26,6.0,19.0
2019-12-27,5.0,17.5
2019-12-28,4.0,18.0
2019-12-29,5.0,17.5
2019-12-30,5.0,16.0
2019-12-31,4.0,16.0
2020-01-01,1.0,17.0
2020-01-02,1.0,17.0
2020-01-03,1.0,17.0
2020-01-04,7.0,15.0
2020-01-05,2.0,17.0
2020-01-06,1.6,17.0
2020-01-07,3.0,13.6
2020-01-08,8.0,16.0
2020-01-09,7.0,17.0
2020-01-10,9.7,14.2
2020-01-11,9.0,16.0
2020-01-12,8.0,13.0
2020-01-13,6.0,15.2
2020-01-14,1.0,17.0
2020-01-15,0.0,17.1
2020-01-16,1.6,17.0
2020-01-17,2.0,19.0
2020-01-18,4.5,19.0
2020-01-19,7.0,17.5
2020-01-20,11.0,14.0
2020-01-21,8.0,18.2
2020-01-22,8.0,21.0
2020-01-23,5.0,18.0
2020-01-24,3.0,21.0
2020-01-25,4.6,23.0
2020-01-26,8.7,18.0
2020-01-27,7.0,18.1
2020-01-28,5.0,20.0
2020-01-29,7.0,20.1
2020-01-30,5.0,20.0
2020-01-31,5.7,20.6
2020-02-01,5.0,21.0
2020-02-02,7.0,21.5
2020-02-03,6.0,23.0
2020-02-04,6.9,24.0
2020-02-05,6.0,15.0
2020-02-06,2.0,17.5
2020-02-07,2.0,21.1
2020-02-08,10.0,20.0
2020-02-09,8.0,19.5
2020-02-10,5.0,23.0
2020-02-11,4.0,25.2
2020-02-12,4.0,22.0
2020-02-13,7.0,19.0
2020-02-14,8.0,19.6
2020-02-15,5.0,20.2
2020-02-16,10.0,19.0
2020-02-17,7.0,18.0
2020-02-18,13.0,18.5
2020-02-19,7.0,18.0
2020-02-20,2.2,19.0
2020-02-21,4.0,19.0
2020-02-22,3.0,19.0
2020-02-23,3.0,20.0
2020-02-24,2.0,23.0
2020-02-25,4.7,25.0
2020-02-26,7.0,20.0
2020-02-27,7.0,22.0
2020-02-28,6.7,22.0
2020-02-29,7.0,25.0
2020-03-01,8.0,24.0
2020-03-02,8.0,24.0
2020-03-03,10.0,20.0
2020-03-04,13.0,22.0
2020-03-05,7.5,24.1
2020-03-06,10.0,20.0
2020-03-07,9.0,16.0
2020-03-08,4.0,19.0
2020-03-09,6.0,20.0
2020-03-10,8.7,18.0
2020-03-11,6.0,23.0
2020-03-12,7.0,29.0
2020-03-13,14.0,25.7
2020-03-14,12.0,19.0
2020-03-15,7.7,21.5
2020-03-16,14.0,18.5
2020-03-17,14.0,20.0
2020-03-18,15.0,19.1
2020-03-19,13.0,21.0
2020-03-20,11.0,21.1
2020-03-21,14.0,18.0
2020-03-22,9.5,20.0
2020-03-23,8.0,20.1
2020-03-24,12.7,17.2
2020-03-25,9.0,13.2
2020-03-26,6.0,17.2
2020-03-27,9.0,17.0
2020-03-28,6.0,18.0
2020-03-29,8.0,18.1
2020-03-30,4.7,21.5
2020-03-31,14.0,28.0
2020-04-01,12.0,21.0
2020-04-02,10.0,20.0
2020-04-03,11.0,16.0
2020-04-04,8.0,19.0
2020-04-05,7.0,21.0
2020-04-06,8.0,20.6
2020-04-07,7.6,20.7
2020-04-08,7.0,21.0
2020-04-09,9.7,22.0
2020-04-10,11.5,19.0
2020-04-11,9.0,21.2
2020-04-12,13.7,24.0
2020-04-13,15.0,28.6
2020-04-14,14.0,21.0
2020-04-15,13.0,25.0
2020-04-16,13.0,22.1
2020-04-17,15.0,24.0
2020-04-18,17.0,31.0
2020-04-19,16.0,22.0
2020-04-20,15.7,21.0
2020-04-21,12.0,21.0
2020-04-22,11.0,18.0
2020-04-23,13.0,19.0
2020-04-24,10.0,22.0
2020-04-25,15.0,23.0
2020-04-26,15.0,20.5
2020-04-27,10.0,24.0
2020-04-28,15.0,22.5
2020-04-29,11.0,23.0
2020-04-30,10.5,25.5
2020-05-01,10.0,25.5
2020-05-02,13.0,27.0
2020-05-03,12.0,31.0
2020-05-04,13.0,32.0
2020-05-05,16.0,29.7
2020-05-06,16.0,25.0
2020-05-07,17.0,25.0
2020-05-08,16.0,27.2
2020-05-09,19.0,27.1
2020-05-10,16.1,23.0
2020-05-11,14.0,26.2
2020-05-12,11.0,35.0
2020-05-13,15.0,25.0
2020-05-14,13.0,24.0
2020-05-15,10.0,24.6
2020-05-16,16.0,22.0
2020-05-17,16.0,21.1
2020-05-18,15.0,23.1
2020-05-19,12.0,26.2
2020-05-20,11.0,30.0
2020-05-21,13.0,30.1
2020-05-22,12.0,32.0
2020-05-23,12.0,31.7
2020-05-24,15.0,28.0
2020-05-25,14.7,26.0
2020-05-26,13.0,25.1
2020-05-27,14.0,26.0
2020-05-28,16.0,28.0
2020-05-29,16.0,26.0
2020-05-30,16.0,25.0
2020-05-31,12.0,29.2
2020-06-01,17.6,27.0
2020-06-02,14.0,28.0
2020-06-03,15.0,27.0
2020-06-04,14.5,32.0
2020-06-05,16.0,27.1
2020-06-06,14.5,31.0
2020-06-07,20.0,30.5
2020-06-08,17.2,27.2
2020-06-09,17.6,26.0
2020-06-10,13.0,27.0
2020-06-11,13.0,29.0
2020-06-12,17.0,30.0
2020-06-13,17.0,27.0
2020-06-14,12.0,26.0
2020-06-15,14.0,29.5
2020-06-16,13.0,29.1
2020-06-17,14.0,27.1
2020-06-18,17.0,29.1
2020-06-19,20.0,29.0
2020-06-20,15.0,29.7
2020-06-21,15.0,32.0
2020-06-22,15.0,30.0
2020-06-23,17.2,29.6
2020-06-24,16.0,31.0
2020-06-25,20.0,33.0
2020-06-26,23.0,28.0
2020-06-27,20.0,30.0
2020-06-28,17.7,30.0
2020-06-29,17.0,31.2
2020-06-30,19.0,36.5
2020-07-01,23.0,34.0
2020-07-02,18.0,36.0
2020-07-03,20.0,30.0
2020-07-04,20.0,30.2
2020-07-05,15.0,30.0
2020-07-06,14.0,31.0
2020-07-07,17.0,34.2
2020-07-08,19.0,32.0
2020-07-09,18.0,35.0
2020-07-10,21.0,31.0
2020-07-11,23.0,32.0
2020-07-12,21.0,31.0
2020-07-13,22.7,31.5
2020-07-14,22.2,30.0
2020-07-15,22.0,31.0
2020-07-16,17.0,30.0
2020-07-17,17.0,29.0
2020-07-18,18.0,29.2
2020-07-19,16.0,32.0
2020-07-20,14.0,34.0
2020-07-21,17.0,33.2
2020-07-22,21.7,36.0
2020-07-23,24.0,32.0
2020-07-24,23.0,31.0
2020-07-25,18.0,35.2
2020-07-26,20.0,37.0
2020-07-27,19.0,34.0
2020-07-28,20.0,31.0
2020-07-29,22.5,33.0
2020-07-30,22.2,35.0
2020-07-31,22.0,34.0
2020-08-01,23.0,35.0
2020-08-02,22.5,37.0
2020-08-03,24.0,33.0
2020-08-04,24.0,32.0
2020-08-05,18.0,32.6
2020-08-06,15.0,30.1
2020-08-07,15.0,32.0
2020-08-08,16.0,33.1
2020-08-09,18.0,34.7
2020-08-10,17.0,37.0
2020-08-11,18.0,40.0
2020-08-12,25.0,36.0
2020-08-13,25.0,31.5
2020-08-14,23.0,32.6
2020-08-15,24.0,32.0
2020-08-16,22.0,34.0
2020-08-17,20.0,32.0
2020-08-18,20.0,32.0
2020-08-19,20.0,33.0
2020-08-20,23.0,33.7
2020-08-21,23.0,34.0
2020-08-22,24.0,35.0
2020-08-23,21.0,32.6
2020-08-24,22.0,32.0
2020-08-25,19.0,34.1
2020-08-26,18.0,34.1
2020-08-27,18.0,33.0
2020-08-28,20.0,34.0
2020-08-29,18.6,37.7
2020-08-30,23.7,27.2
2020-08-31,20.0,29.0
2020-09-01,12.0,31.0
2020-09-02,21.0,29.0
2020-09-03,17.0,29.2
2020-09-04,16.0,30.0
2020-09-05,16.6,29.1
2020-09-06,17.2,29.0
2020-09-07,16.0,29.2
2020-09-08,20.0,26.5
2020-09-09,19.0,27.0
2020-09-10,21.0,29.0
2020-09-11,20.0,28.1
2020-09-12,16.0,30.0
2020-09-13,17.0,30.1
2020-09-14,17.5,31.0
2020-09-15,17.0,31.0
2020-09-16,17.0,31.0
2020-09-17,19.0,32.0
2020-09-18,22.2,32.0
2020-09-19,22.0,31.0
2020-09-20,18.0,29.0
2020-09-21,18.2,28.0
2020-09-22,16.0,29.0
2020-09-23,18.0,31.5
2020-09-24,17.0,32.0
2020-09-25,19.0,31.0
2020-09-26,16.0,25.0
2020-09-27,15.0,25.2
2020-09-28,11.0,28.0
2020-09-29,12.0,30.0
2020-09-30,19.0,27.0
2020-10-01,18.7,28.0
2020-10-02,14.0,31.0
2020-10-03,13.0,23.0
2020-10-04,9.0,26.0
2020-10-05,16.0,26.0
2020-10-06,14.0,25.0
2020-10-07,11.0,29.0
2020-10-08,12.5,27.0
2020-10-09,12.2,28.0
2020-10-10,18.0,25.0
2020-10-11,16.0,25.0
2020-10-12,12.0,22.0
2020-10-13,8.7,24.0
2020-10-14,10.0,27.5
2020-10-15,14.0,22.0
2020-10-16,9.0,24.0
2020-10-17,8.6,24.0
2020-10-18,8.0,24.0
2020-10-19,7.5,26.0
2020-10-20,11.0,33.0
2020-10-21,21.6,30.0
2020-10-22,21.6,30.0
2020-10-23,17.0,25.0
2020-10-24,15.0,24.5
2020-10-25,11.2,25.0
2020-10-26,11.0,23.0
2020-10-27,10.7,21.2
2020-10-28,8.7,23.0
2020-10-29,8.7,24.4
2020-10-30,8.0,24.5
2020-10-31,8.0,25.0
2020-11-01,8.0,24.0
2020-11-02,7.2,25.0
2020-11-03,8.0,27.7
2020-11-04,12.6,25.0
2020-11-05,18.2,28.7
2020-11-06,24.1,29.2
2020-11-07,20.0,28.0
2020-11-08,12.5,26.7
2020-11-09,14.0,24.2
2020-11-10,16.0,21.0
2020-11-11,13.0,23.1
2020-11-12,10.0,27.0
2020-11-13,16.0,28.0
2020-11-14,13.0,24.0
2020-11-15,15.0,23.0
2020-11-16,12.6,27.0
2020-11-17,11.0,21.0
2020-11-18,8.5,21.5
2020-11-19,7.7,21.0
2020-11-20,9.7,19.0
2020-11-21,9.5,18.0
2020-11-22,9.0,17.0
2020-11-23,6.0,18.1
2020-11-24,4.0,19.0
2020-11-25,4.6,21.0
2020-11-26,8.0,23.0
2020-11-27,15.0,21.0
2020-11-28,11.0,15.0
2020-11-29,13.5,17.0
2020-11-30,8.0,21.0
2020-12-01,6.7,20.0
2020-12-02,10.6,15.6
2020-12-03,5.0,17.2
2020-12-04,6.0,19.1
2020-12-05,8.7,13.0
2020-12-06,9.0,15.0
2020-12-07,7.7,17.0
2020-12-08,11.0,18.0
2020-12-09,9.0,15.0
2020-12-10,9.0,17.2
2020-12-11,15.0,20.0
2020-12-12,13.0,19.0
2020-12-13,9.0,19.2
2020-12-14,6.0,26.0
2020-12-15,10.0,23.0
2020-12-16,8.0,23.5
2020-12-17,9.0,20.0
2020-12-18,10.0,17.2
2020-12-19,11.5,17.0
2020-12-20,12.5,18.0
2020-12-21,9.0,17.0
2020-12-22,4.7,19.0
2020-12-23,4.0,22.0
2020-12-24,5.0,19.2
2020-12-25,7.1,17.0
2020-12-26,8.0,13.0
2020-12-27,4.0,15.0
2020-12-28,3.0,18.1
2020-12-29,9.0,15.0
2020-12-30,6.0,14.2
2020-12-31,1.7,16.0
2021-01-01,3.5,14.0
2021-01-02,5.0,12.0
2021-01-03,5.5,11.2
2021-01-04,2.0,15.0
2021-01-05,5.1,12.0
2021-01-06,6.0,13.0
2021-01-07,9.0,17.2
2021-01-08,10.0,17.7
2021-01-09,10.7,21.0
2021-01-10,6.0,16.0
2021-01-11,5.7,11.2
2021-01-12,6.7,13.0
2021-01-13,6.0,16.0
2021-01-14,3.6,15.0
2021-01-15,8.0,15.2
2021-01-16,7.0,15.0
2021-01-17,1.0,17.0
2021-01-18,1.7,17.0
2021-01-19,3.0,19.0
2021-01-20,3.0,22.0
2021-01-21,10.0,20.0
2021-01-22,10.5,23.0
2021-01-23,12.0,17.0
2021-01-24,11.4,20.1
2021-01-25,9.0,20.0
2021-01-26,8.7,18.0
2021-01-27,11.0,21.0
2021-01-28,9.0,23.0
2021-01-29,9.0,26.0
2021-01-30,8.0,25.5
2021-01-31,14.0,18.0
2021-02-01,14.0,20.0
2021-02-02,9.2,21.1
2021-02-03,4.1,24.5
2021-02-04,9.2,25.0
2021-02-05,18.0,28.0
2021-02-06,13.0,24.6
